foundation,grantee,state,city,grant_year,grant_allocation,grant_purpose,grantee_work
GNOF,Friends of the Cabildo,LA,New Orleans,2018,11301,Arts Culture,
GNOF,Lambeth House,LA,New Orleans,2018,11294,Society,
GNOF,Fletcher Technical Community College Foundation ,LA,Schriever,2018,11155,Education,
GNOF,Lafourche Arc,LA,Thibodaux,2018,11080,Society,
GNOF,Catholic Charities Diocese,LA,Houma,2018,11046,Society,
GNOF,Friends of KIPP New Orleans Inc.,LA,New Orleans,2018,11000,Education,
GNOF,Louisiana Pulmonary Disease Camp Inc.,LA,New Orleans,2018,10968,Health,
GNOF,"Young Aspirations - Young Artists, Inc.",LA,New Orleans,2018,10891,Arts Culture,
GNOF,504Healthnet,LA,Metairie,2018,10881,Health,
GNOF,St. Bernard Battered Women's Progam,LA,Arabi,2018,10876,Society,
GNOF,Casa of Terrebonne,LA,Houma,2018,10861,Society,
GNOF,Carrollton Booster Club,LA,New Orleans,2018,10850,Society,
GNOF,South Wings Inc.,LA,New Orleans,2018,10841,Society,
GNOF,Temple Sinai,LA,New Orleans,2018,10682,Society,
GNOF,Court Watch NOLA,LA,New Orleans,2018,10625,Society,
GNOF,Lousiana Hospitality Foundation,LA,New Orleans,2018,10578,Society,
GNOF,Friends of PACT Place Nonprofit Corporation,LA,New Orleans,2018,10500,Society,
GNOF,Institute of Women and Ethnic Studies,LA,New Orleans,2018,10485,Health,
GNOF,Holy Rosary Academy & High School ,LA,New Orleans,2018,10478,Education,
GNOF,Humane Society of Louisiana,LA,New Orleans,2018,10450,Animals,
GNOF,Humane Society of Louisiana,LA,New Orleans,2018,10413,Health,
GNOF,"Pink House, Inc.",LA,New Orleans,2018,10307,Society,
GNOF,AB Freeman School of Business,LA,New Orleans,2018,10255,Education,
GNOF,Electric Girls,LA,New Orleans,2018,10243,Society,
GNOF,Christ Episcopal School,LA,Covington,2018,10229,Education,
GNOF,"Goodwill Ind. S.E. LA, Inc.",LA,New Orleans,2018,10214,Society,
GNOF,Playbuild,LA,New Orleans,2018,10213,Society,
GNOF,Jesus Project Ministries,LA,New Orleans,2018,10201,Society,
GNOF,Catholic Community Center,LA,Schriever,2018,10100,Society,
GNOF,"Downtown Development Unlimited, Inc.",LA,New Orleans,2018,10000,Society,
GNOF,Foundation for Retinal Research,LA,Metairie,2018,10000,Health,
GNOF,Friends of Lubavitch,LA,New Orleans,2018,10000,Society,
GNOF,Friends of the Louisiana Center for Women and Government,LA,Thibodaux,2018,10000,Civic Engagement,
GNOF,Haven Inc.,LA,Thibodaux,2018,10000,Health,
GNOF,LGBT Community Center of New Orleans,LA,New Orleans,2018,10000,Society,
GNOF,Link Stryjewski Foundation,LA,New Orleans,2018,10000,Society,
GNOF,Louisiana Himalaya Association,LA,New Orleans,2018,10000,Arts Culture,
GNOF,New Life Counseiling Center,LA,Larose,2018,10000,Society,
GNOF,New Orleans Advocates for GLBT Elders,LA,New Orleans,2018,10000,Society,
GNOF,Southern Sailing Foundation,LA,New Orleans,2018,10000,Society,
GNOF,Casa New Orleans,LA,New Orleans,2018,9944,Society,
GNOF,US Biennial Inc.,LA,New Orleans,2018,9915,Arts Culture,
GNOF,Anna's Place NOLA,LA,New Orleans,2018,9905,Society,
GNOF,Women's New Life Center,LA,New Orleans,2018,9842,Society,
GNOF,Junior League of New Orleans,LA,New Orleans,2018,9838,Society,
GNOF,Alexander Milne Developmental Services,LA,Covington,2018,9788,Heath,
GNOF,Friends of Beauregard Keyes House,LA,New Orleans,2018,9772,Arts Culture,
GNOF,Friends of Bayou Lafourche,LA,Thibodaux,2018,9765,Health,
GNOF,Families Helping Families of GNO,LA,Harahan,2018,9661,Society,
GNOF,STEM NOLA,LA,New Orleans,2018,9584,Society,
GNOF,Options for Independence,LA,Houma,2018,9493,Society,
GNOF,Lousiana Landmarks Society,LA,New Orleans,2018,9471,Arts Culture,
GNOF,St. Joseph Abbey and Seminary College,LA,St. Benedict,2018,9300,Education,
GNOF,Council on Alcohol and Drug Abuse,LA,New Orleans,2018,9271,Health,
GNOF,Free NOLA,LA,New Orleans,2018,9227,Arts Culture,
GNOF,Louisiana Academy of Continuing Dental Education,LA,New Orleans,2018,9222,Education,
GNOF,Hope Extreme,LA,Bourg,2018,9188,Society,
GNOF,"Women's Restoration, Inc. ",LA,Thibodaux,2018,9142,Health,
GNOF,Stand for Children,LA,New Orleans,2018,9137,Society,
GNOF,NAWIC Chapter 17 Scholarship Foundation,LA,Metairie,2018,9120,Education,
GNOF,Nunez Community College Foundation,LA,Chalmette,2018,9000,Education,
GNOF,"Sisterhearts, Inc.",LA,Arabi,2018,8925,Society,
GNOF,People Program,LA,New Orleans,2018,8794,Society,
GNOF,Jefferson SPCA,LA,Jefferson,2018,8758,Animals,
GNOF,Bastion Community of Resilience,LA,New Orleans,2018,8736,Society,
GNOF,Kalorama Foundation,LA,Collinston,2018,8735,Environment,
GNOF,Morris Jeff Community School,LA,New Orleans,2018,8545,Education,
GNOF,American Legion Post 195,LA,Norco,2018,8500,Society,
GNOF,Cajun Navy Relief,LA,New Orleans,2018,8500,Society,
GNOF,Fleur de Que,LA,New Orleans,2018,8500,Society,
GNOF,Start Corporation,LA,Houma,2018,8443,Society,
GNOF,Hermann-Grima Gallier Historic Houses,LA,New Orleans,2018,8423,Arts Culture,
GNOF,Jane Place Neighborhood,LA,New Orleans,2018,8380,Society,
GNOF,Restore or Retreat,LA,Thibodaux,2018,8341,Environment,
GNOF,Volunteers of America GNO,LA,New Orleans,2018,8313,Society,
GNOF,NOLA Tree Project,LA,New Orleans,2018,8270,Environment,
GNOF,The Shakespeare Festival at Tulane,LA,New Orleans,2018,8267,Arts Culture,
GNOF,Alliance for Affordable Energy,LA,New Orleans,2018,8232,Environment,
GNOF,A Studio in the Woods,LA,New Orleans,2018,8183,Arts Culture,
GNOF,ACLU Foundation of Louisiana,LA,New Orleans,2018,8166,Society,
GNOF,Care and Treatment of Neglected and Indigent Pets,LA,Folsom,2018,8142,Animals,
GNOF,Educators for Equality Alternatives,LA,New Orleans,2018,8140,Education,
GNOF,The NOLA Project,LA,New Orleans,2018,8056,Arts Culture,
GNOF,Whole Village Art Therapy,LA,New Orleans,2018,8000,Arts Culture,
GNOF,Youth Rebuilding New Orleans,LA,New Orleans,2018,7987,Society,
GNOF,Vanderbilt University,LA,New Orleans,2018,7772,Education,
GNOF,Providence Community Housing,LA,New Orleans,2018,7762,Society,
GNOF,Boys Town Louisiana,LA,New Orleans,2018,7722,Society,
GNOF,Souteast Louisiana Legal Services,LA,New Orleans,2018,7712,Society,
GNOF,Northshore Food Bank,LA,New Orleans,2018,7584,Society,
GNOF,Funny Bones Improv,LA,New Orleans,2018,7578,Health,
GNOF,LSU Medical Alumni Association,LA,New Orleans,2018,7534,Education,
GNOF,Archdiocese of New Orleans,LA,New Orleans,2018,7500,Society,
GNOF,MD Wright Academic Center,LA,Thibodaux,2018,7500,Society,
GNOF,St. Paul's Episcopal Church,LA,New Orleans,2018,7500,Society,
GNOF,Administrators of the Tulane Edu Fund,LA,New Orleans,2018,7470,Education,
GNOF,The Orchid Society,LA,New Orleans,2018,7434,Society,
GNOF,Ronald McDonald House,LA,New Orleans,2018,7390,Health,
GNOF,New Orleans Photo Alliance,LA,New Orleans,2018,7357,Arts Culture,
GNOF,Children's Advocay Center,LA,Covington,2018,7291,Society,
GNOF,Mondo Bizarro,LA,New Orleans,2018,7284,Arts Culture,
GNOF,Jefferson Chamber Foundation Academy,LA,Gretna,2018,7266,Education,
GNOF,Common Edge Collaborative,LA,New Orleans,2018,7250,Arts Culture,
GNOF,"Young Audiences, Inc.",LA,New Orleans,2018,7222,Arts Culture,
GNOF,The Pro Bono Project,LA,New Orleans,2018,7082,Society,
GNOF,Sacred Heart of Jesus School,LA,Norco,2018,7000,Education,
GNOF,St. Anthony of Padua School,LA,New Orleans,2018,7000,Education,
GNOF,Waldorf Parents Association,LA,New Orleans,2018,6977,Education,
GNOF,Preservation Hall Foundation,LA,New Orleans,2018,6970,Arts Culture,
GNOF,Mercy Endeavors,LA,New Orleans,2018,6895,Human Services,
GNOF,Scholarship Foundation of New Orleans,LA,New Orleans,2018,6867,Education,
GNOF,Arc of Greater New Orleans,LA,Metairie,2018,6645,Society,
GNOF,Jefferson Dollars for Schollars,LA,Metairie,2018,6624,Education,
GNOF,Symphony Chorus of New Orleans,LA,New Orleans,2018,6602,Arts Culture,
GNOF,Breakthrough New Orleans,LA,New Orleans,2018,6561,Education,
GNOF,"Center for Planning Excellence, Inc.",LA,Baton Rouge,2018,6500,Society,
GNOF,Jacob's Ladder,LA,Houma,2018,6500,Society,
GNOF,Neighborhoods Partnership Network,LA,New Orleans,2018,6500,Society,
GNOF,Gulf Coast Teaching Family Services,LA,Metairie,2018,6427,Society,
GNOF,Holy Name of Jesus School,LA,New Orleans,2018,6411,Education,
GNOF,PFFLAG,LA,New Orleans,2018,6381,Education,
GNOF,Girl Scouts Louisiana East,LA,New Orleans,2018,6301,Society,
GNOF,"Red Church Council, No. 3634",LA,Norco,2018,6300,Society,
GNOF,River Region Ballet,LA,Destrehan,2018,6250,Arts Culture,
GNOF,St. Louis King of France School,LA,Metairie,2018,6170,Education,
GNOF,Strive Incorporated,LA,New Orleans,2018,6125,Society,
GNOF,Bayou Council Behavioral Health,LA,Thibodaux,2018,6000,Health,
GNOF,New Schools for New Orleans,LA,New Orleans,2018,6000,Education,
GNOF,Sacred Heart of Jesus Church,LA,Destrehan,2018,6000,Society,
GNOF,Jewish Community Center,LA,New Orleans,2018,5999,Society,
GNOF,New Orleans Area Habitat for Humanity,LA,New Orleans,2018,5978,Society,
GNOF,Music Inside Out,LA,New Orleans,2018,5884,Health,
GNOF,Women with a Vision,LA,New Orleans,2018,5807,Society,
GNOF,Community Works of Louisiana,LA,New Orleans,2018,5790,Society,
GNOF,Child Evangelism Fellowship of New Orleans,LA,Metairie,2018,5768,Society,
GNOF,"River Region Drama Guild, Inc.",LA,Destrehan,2018,5735,Arts Culture,
GNOF,Sugar Roots Farm,LA,New Orleans,2018,5610,Food/Nutrition,
GNOF,Lyric Baroque,LA,New Orleans,2018,5587,Arts Culture,
GNOF,Apex Community Advancement,LA,New Orleans,2018,5567,Youth Development,
GNOF,Musical Arts Society of New Orleans,LA,New Orleans,2018,5539,Arts Culture,
GNOF,LSU Health Science Center,LA,New Orleans,2018,5508,Society,
GNOF,"Child Advocacy Services, Inc.",LA,Hammond,2018,5500,Society,
GNOF,Orleans Parish 4-H Foundation,LA,New Orleans,2018,5479,Environment,
GNOF,McDonogh 35 Alumni Association,LA,New Orleans,2018,5444,Education,
GNOF,Brain Injury Association Louisiana Chapter,LA,New Orleans,2018,5421,Health,
GNOF,"Moscow Nights, Inc.",LA,Avondale,2018,5399,Arts Culture,
GNOF,First Baptist Church of Norco,LA,New Orleans,2018,5250,Society,
GNOF,Last Call ,LA,New Orleans,2018,5250,Society,
GNOF,First Baptist Church of Norco,LA,Norco,2018,5250,Society,
GNOF,Good Work Network,LA,New Orleans,2018,5237,Economic Development,
GNOF,"French Quarter Festival, Inc.",LA,New Orleans,2018,5116,Arts Culture,
GNOF,Christian Brothers School,LA,New Orleans,2018,5086,Education,
GNOF,St. Jude Community Center,LA,New Orleans,2018,5024,Society,
GNOF,Center for Resilience,LA,New Orleans,2018,5000,Society,
GNOF,Coastal Conservation Association,LA,New Orleans,2018,5000,Environment,
GNOF,Crescent City Carnival Musem,LA,New Orleans,2018,5000,Arts Culture,
GNOF,Ducks Unlimited,LA,Lafayette,2018,5000,Environment,
GNOF,Episcopal High School of Baton Rouge,LA,Baton Rouge,2018,5000,Education,
GNOF,Fauborg St. John Neighborhood Association,LA,New Orleans,2018,5000,Community Improvement,
GNOF,Fellowship Bible Church,LA,Metairie,2018,5000,Society,
GNOF,Lakeview Presbyterian Church,LA,New Orleans,2018,5000,Society,
GNOF,Louisiana Universities Marine Consortium,LA,Chauvin,2018,5000,Environment,
GNOF,Louisiana Wildlife and Fisheries Foundation,LA,Baton Rouge,2018,5000,Environment,
GNOF,Partnership for Action,LA,New Orleans,2018,5000,Arts Culture,
GNOF,Special Olympics Louisiana,LA,Hammond,2018,5000,Society,
GNOF,St. Bernard Parish 4-H Foundation,LA,Chalmette,2018,5000,Society,
GNOF,St. Charles Public School,LA,Luling,2018,5000,Education,
GNOF,St. Francis Vegetable Garden,LA,New Orleans,2018,5000,Health,
GNOF,Women of the Storm,LA,New Orleans,2018,5000,Environment,
GNOF,Lafourche Parish Government,LA,Mathews,2018,5000,Society,
GNOF,Bayou Civic Club,LA,Larose,2018,5000,Society,
GNOF,100 Black Men of Metropolitan Baton Rouge,LA,Baton Rouge,2018,5000,Society,
GNOF,Peachtree Road United Methodist Church,GA,Atlanta,2018,8500,Society,
GNOF,Shepherd Center Foundation,GA,Atlanta,2018,7000,Health,
GNOF,Loud,GA,Atlanta,2018,6000,Arts Culture,
GNOF,Feeding South Florida,FL,Pembroke Park,2018,9337,Health,
GNOF,Community Foundation of North Florida,FL,Tallahassee,2018,6000,Society,
GNOF,Walton Family Foundation,AR,Bentonville,2018,35000,Society,
GNOF,Wal-Mart Foundation,AR,Bentonville,2018,15000,Society,
GNOF,Tigers Unlimited Foundation,AL,Auburn,2018,100000,Education,
GNOF,Spring Hill College,AL,Mobile,2018,20000,Education,
GNOF,Southern Poverty Law Center,AL,Montgomery,2018,8300,Society,
